customer_id,Recency,Frequency,Monetary,Loyalty
12657,11,4,1643.18,Repeat
12658,19,1,686.0500000000001,One-time
12659,30,1,91.68,One-time
12660,11,1,245.10000000000002,One-time
12661,436,1,162.00000000000003,One-time
12662,1,20,6726.540000000008,Repeat
12663,625,2,239.4,Repeat
12664,8,11,6070.039999999999,Repeat
12665,325,3,313.6,Repeat
12666,394,1,1248.42,One-time
12667,58,1,620.13,One-time
12668,12,10,11383.02999999999,Repeat
12669,151,3,2744.0300000000007,Repeat
12670,10,7,3760.29,Repeat
12671,606,1,2622.481000000001,One-time
12672,330,2,437.05,Repeat
12673,5,3,1230.0200000000002,Repeat
12674,39,4,1970.6000000000006,Repeat
12675,554,2,957.2500000000002,Repeat
12676,25,11,2843.09,Repeat
12677,555,2,395.1,Repeat
12678,42,21,34281.179999999986,Repeat
12679,59,4,1113.0200000000002,Repeat
12680,1,4,880.81,Repeat
12681,15,45,29834.760000000002,Repeat
12682,4,52,22950.219999999972,Repeat
12683,4,21,11633.699999999993,Repeat
12684,8,7,2283.6299999999997,Repeat
12685,28,6,2863.0800000000004,Repeat
12686,372,1,89.14,One-time
12687,481,2,2138.9100000000003,Repeat
12688,114,1,4873.810000000005,One-time
12689,26,2,1247.61,Repeat
12690,206,1,389.00999999999993,One-time
12691,28,7,1170.4,Repeat
12692,637,1,110.95,One-time
12693,127,7,1703.02,Repeat
12694,70,3,1843.3500000000013,Repeat
12695,7,7,1407.12,Repeat
12696,435,2,851.9100000000001,Repeat
12697,29,3,957.5899999999999,Repeat
12698,590,1,339.75000000000006,One-time
12699,418,1,638.1100000000001,One-time
12700,8,4,4939.990000000006,Repeat
12701,80,6,2446.4100000000003,Repeat
12702,20,1,219.0,One-time
12703,71,4,1006.5299999999999,Repeat
12704,7,8,2340.84,Repeat
12705,15,14,11762.099999999982,Repeat
12707,292,1,603.42,One-time
12708,30,18,5117.66,Repeat
12709,15,34,30291.76000000004,Repeat
12710,97,3,1149.0200000000007,Repeat
12711,612,2,1339.0499999999993,Repeat
12712,29,21,6723.029999999998,Repeat
12713,1,1,848.5499999999998,One-time
12714,9,12,14093.710000000014,Repeat
12715,106,1,343.35999999999996,One-time
12716,4,2,1053.4899999999996,Repeat
12717,151,3,1308.9100000000003,Repeat
12718,71,1,238.25000000000003,One-time
12719,5,2,644.9499999999999,Repeat
12720,3,30,7787.279999999994,Repeat
12721,32,8,4013.08,Repeat
12722,85,4,997.6299999999999,Repeat
12723,4,5,725.0699999999998,Repeat
12724,5,7,2317.5200000000004,Repeat
12725,371,4,2266.7600000000007,Repeat
12726,28,11,4014.5999999999985,Repeat
12727,11,10,5679.53,Repeat
12728,71,5,1070.1699999999998,Repeat
12729,114,1,453.0100000000001,One-time
12730,522,1,829.2500000000001,One-time
12731,24,17,25775.71000000004,Repeat
12732,180,1,236.2600000000001,One-time
12733,234,4,2424.87,Repeat
12734,353,3,639.6499999999999,Repeat
12735,315,2,779.5699999999998,Repeat
12736,333,1,234.00000000000003,One-time
12737,499,2,3710.5,Repeat
12738,372,1,155.35,One-time
12739,78,4,2726.7300000000005,Repeat
12740,64,1,427.5999999999999,One-time
12741,529,2,406.07000000000005,Repeat
12742,626,1,1201.52,One-time
12743,134,2,540.1299999999998,Repeat
12744,52,11,25317.059999999976,Repeat
12745,487,3,925.4100000000002,Repeat
12746,541,1,254.54999999999998,One-time
12747,2,26,8898.480000000001,Repeat
12748,1,336,53539.63999999978,Repeat
12749,4,9,6897.3600000000015,Repeat
12750,129,1,275.88,One-time
12751,445,1,268.27,One-time
12752,81,1,4366.779999999999,One-time
12753,23,6,21429.39,Repeat
12754,236,3,3010.74,Repeat
12755,281,11,5236.259999999998,Repeat
12756,87,1,112.08000000000001,One-time
12757,16,13,7834.65,Repeat
12758,117,7,9903.239999999998,Repeat
12759,52,8,5020.739999999994,Repeat
12760,456,1,347.8,One-time
12761,458,2,782.95,Repeat
12762,8,2,1898.5200000000004,Repeat
12763,138,2,494.08,Repeat
12764,317,1,1693.8800000000003,One-time
12765,472,6,1404.58,Repeat
12766,4,9,8918.989999999998,Repeat
12767,376,1,949.8199999999999,One-time
12768,451,1,168.69000000000003,One-time
12769,239,1,1143.6000000000001,One-time
12770,211,2,3246.45,Repeat
12771,486,1,282.3,One-time
12772,60,1,892.4700000000004,One-time
12773,564,1,124.25,One-time
12774,536,1,98.7,One-time
12775,17,7,1686.1200000000006,Repeat
12776,668,1,55.5,One-time
12777,458,1,519.4499999999999,One-time
12778,20,9,1775.6800000000012,Repeat
12779,38,14,6474.109999999998,Repeat
12780,599,1,337.39999999999986,One-time
12781,64,2,826.7400000000001,Repeat
12782,5,11,4618.239999999998,Repeat
12783,2,6,2225.91,Repeat
12784,9,3,1763.150000000001,Repeat
12785,364,3,1100.3999999999999,Repeat
12786,610,1,728.4999999999999,One-time
12787,10,4,862.18,Repeat
12788,463,4,444.90000000000003,Repeat
12789,65,3,273.34999999999997,Repeat
12790,192,2,591.85,Repeat
12791,374,6,863.5100000000001,Repeat
12792,257,2,827.0099999999998,Repeat
12793,335,3,885.53,Repeat
12794,53,2,860.4099999999999,Repeat
12795,19,1,430.4800000000001,One-time
12796,628,1,381.0,One-time
12797,366,2,552.08,Repeat
12798,10,4,8510.93,Repeat
12799,529,1,219.35000000000002,One-time
12800,470,3,584.2499999999999,Repeat
12801,501,1,1071.82,One-time
12802,187,7,2416.4200000000005,Repeat
12803,393,1,1092.81,One-time
12804,466,2,325.36999999999995,Repeat
12805,382,4,1434.9500000000005,Repeat
12806,435,4,2878.959999999999,Repeat
12807,383,1,330.34999999999997,One-time
12808,37,5,776.6999999999998,Repeat
12809,178,3,1755.9400000000003,Repeat
12810,535,2,534.99,Repeat
12811,261,5,1033.9,Repeat
12812,45,1,229.63999999999993,One-time
12813,502,3,1687.8000000000009,Repeat
12814,102,1,125.92,One-time
12815,148,2,1063.46,Repeat
12816,96,2,572.2,Repeat
12817,281,3,690.98,Repeat
12818,262,1,1542.08,One-time
12819,458,1,540.5200000000001,One-time
12820,3,11,2689.520000000002,Repeat
12821,214,2,220.79999999999998,Repeat
12822,71,2,948.8799999999999,Repeat
12823,75,18,6501.5,Repeat
12824,60,1,397.11999999999995,One-time
12825,521,2,518.63,Repeat
12826,3,12,2800.750000000004,Repeat
12827,6,3,430.15,Repeat
12828,3,6,1018.7100000000003,Repeat
12829,337,3,385.30000000000007,Repeat
12830,38,6,6814.640000000001,Repeat
12831,262,3,451.11,Repeat
12832,32,2,383.03000000000003,Repeat
12833,145,1,417.37999999999994,One-time
12834,283,1,312.38,One-time
12835,428,41,5996.829999999983,Repeat
12836,59,15,6559.729999999992,Repeat
12837,173,2,662.6600000000001,Repeat
12838,34,10,2975.91,Repeat
12839,3,26,9669.119999999992,Repeat
12840,144,7,4041.9700000000007,Repeat
12841,5,40,6958.199999999988,Repeat
12842,70,4,1917.9900000000002,Repeat
12843,66,30,6583.359999999996,Repeat
12844,29,4,648.6000000000001,Repeat
12845,267,4,354.09000000000003,Repeat
12846,682,1,15.58,One-time
12847,22,2,1608.9999999999998,Repeat
12848,676,1,208.00000000000003,One-time
12849,31,6,3042.4700000000007,Repeat
12850,446,1,330.0,One-time
12851,97,2,280.76000000000005,Repeat
12852,295,1,311.54999999999995,One-time
12853,135,11,3907.5000000000014,Repeat
12854,79,7,2970.969999999999,Repeat
12855,373,4,612.8400000000004,Repeat
12856,8,6,2170.780000000001,Repeat
12857,211,6,3687.9999999999995,Repeat
12858,383,1,147.26999999999998,One-time
12859,459,1,575.0999999999999,One-time
12860,693,1,54.22,One-time
12861,620,1,68.25,One-time
12862,426,2,984.6200000000003,Repeat
12863,52,6,2792.55,Repeat
12864,138,2,299.57,Repeat
12865,26,4,3323.470000000002,Repeat
12866,283,3,1227.35,Repeat
12867,26,13,7829.259999999988,Repeat
12868,186,8,2043.7600000000007,Repeat
12869,682,1,337.66999999999996,One-time
12870,375,3,1676.9500000000007,Repeat
12871,84,3,744.0199999999998,Repeat
12872,327,12,3283.9599999999964,Repeat
12873,282,3,2027.3000000000002,Repeat
12874,385,2,948.4199999999998,Repeat
12875,143,5,1356.99,Repeat
12876,58,4,4081.7900000000004,Repeat
12877,4,20,2942.139999999998,Repeat
12878,236,2,854.9899999999999,Repeat
12879,45,3,573.22,Repeat
12880,382,2,640.1299999999998,Repeat
12881,276,1,298.0,One-time
12882,9,2,1463.0399999999995,Repeat
12883,25,4,703.4700000000001,Repeat
12884,88,1,309.05000000000007,One-time
12885,63,3,1175.2199999999996,Repeat
12886,68,2,1378.4,Repeat
12887,384,1,222.4,One-time
12888,214,2,354.12,Repeat
12889,381,4,385.4600000000001,Repeat
12890,24,2,706.0199999999999,Repeat
12891,186,11,840.5,Repeat
12892,397,1,263.37999999999994,One-time
12893,31,1,176.55,One-time
12894,575,1,157.35,One-time
12895,42,2,372.79999999999995,Repeat
12897,205,4,514.25,Repeat
12898,464,2,296.21000000000004,Repeat
12899,414,1,366.4,One-time
12900,422,1,340.33000000000004,One-time
12901,9,28,17654.539999999997,Repeat
12902,265,1,138.68,One-time
12903,429,1,833.5300000000001,One-time
12904,18,2,496.0599999999998,Repeat
12905,577,2,1018.4200000000003,Repeat
12906,12,5,2919.809999999999,Repeat
12907,396,2,508.9099999999999,Repeat
12908,176,5,1776.0,Repeat
12909,40,8,3103.1900000000005,Repeat
12910,23,13,5796.519999999999,Repeat
12911,552,1,1651.7199999999998,One-time
12912,3,5,1662.3,Repeat
12913,5,13,6283.240000000001,Repeat
12914,401,1,223.98,One-time
12915,149,4,975.1000000000003,Repeat
12916,139,7,4479.729999999999,Repeat
12917,128,6,4359.200000000001,Repeat
12918,626,1,10953.5,One-time
12919,8,6,1335.1899999999998,Repeat
12920,17,4,486.64000000000004,Repeat
12921,9,74,35233.24000000005,Repeat
12922,161,1,405.38,One-time
12923,64,3,770.4199999999998,Repeat
12924,88,12,2469.3999999999996,Repeat
12925,5,3,729.3299999999997,Repeat
12926,411,4,1523.9700000000007,Repeat
12927,395,1,197.31,One-time
12928,35,12,4304.890000000002,Repeat
12929,312,1,117.85000000000001,One-time
12930,78,2,415.8,Repeat
12931,22,57,92347.34000000003,Repeat
12932,539,8,1698.5600000000004,Repeat
12933,24,8,1636.6300000000015,Repeat
12934,737,1,181.65,One-time
12935,2,15,4243.860000000001,Repeat
12936,17,4,1063.9000000000005,Repeat
12937,15,9,3097.6099999999997,Repeat
12938,26,1,114.14,One-time
12939,64,20,25264.800000000007,Repeat
12940,55,2,899.69,Repeat
12941,724,1,377.4900000000002,One-time
12942,131,3,675.6,Repeat
12943,558,2,496.4999999999999,Repeat
12944,36,2,604.51,Repeat
12945,288,2,900.11,Repeat
12946,437,1,324.45,One-time
12947,144,6,1603.9900000000002,Repeat
12948,16,9,2317.43,Repeat
12949,31,22,15526.700000000017,Repeat
12950,2,3,1843.0,Repeat
12951,9,15,3213.72,Repeat
12952,6,4,1387.7900000000004,Repeat
12953,10,2,828.8099999999998,Repeat
12954,639,1,162.45,One-time
12955,1,11,4757.159999999999,Repeat
12956,306,4,521.8899999999998,Repeat
12957,10,13,8706.970000000003,Repeat
12958,400,2,467.3399999999999,Repeat
12959,484,1,150.95000000000002,One-time
12960,414,4,1322.0700000000002,Repeat
12961,379,1,211.99,One-time
12962,7,2,266.39000000000004,Repeat
12963,8,12,3235.790000000001,Repeat
12964,437,1,132.24,One-time
12965,89,1,769.8099999999997,One-time
12966,10,1,160.18,One-time
12967,358,3,2938.5200000000004,Repeat
12968,112,1,135.95,One-time
12969,603,1,122.45,One-time
12970,7,10,1453.6,Repeat
12971,4,116,15704.6,Repeat
12972,414,4,1161.1999999999998,Repeat
12973,414,1,385.55,One-time
12974,198,2,408.95,Repeat
12975,437,6,2100.0900000000006,Repeat
12976,212,8,3156.3799999999983,Repeat
12977,156,4,513.8799999999999,Repeat
12978,385,5,2502.819999999999,Repeat
12979,729,1,517.7000000000002,One-time
12980,158,21,16245.779999999997,Repeat
12981,30,2,372.21999999999997,Repeat
12982,243,8,2744.8099999999995,Repeat
12983,598,1,490.08,One-time
12984,19,1,97.5,One-time
12985,1,2,1239.38,Repeat
12986,429,10,2729.840000000002,Repeat
12987,74,5,1312.21,Repeat
12988,292,1,505.82,One-time
12989,3,33,13551.750000000002,Repeat
12990,31,7,955.4999999999999,Repeat
12991,23,3,764.8199999999999,Repeat
12992,725,1,93.35000000000001,One-time
12993,23,8,1259.6299999999999,Repeat
12994,4,3,974.42,Repeat
12995,85,1,211.32,One-time
12996,376,1,355.5,One-time
12997,22,8,2110.91,Repeat
12998,493,3,920.0799999999999,Repeat
12999,196,3,455.8799999999999,Repeat
13000,107,4,1032.5000000000002,Repeat
13001,4,33,24042.64999999996,Repeat
13002,318,3,414.13000000000005,Repeat
13003,106,3,149.05,Repeat
13004,12,36,11650.849999999982,Repeat
13005,174,4,999.6799999999998,Repeat
13006,56,1,81.57,One-time
13007,580,1,175.25,One-time
13008,323,3,612.13,Repeat
13009,673,1,234.0,One-time
13010,374,2,330.12,Repeat
13011,372,1,50.550000000000004,One-time
13012,9,11,2957.83,Repeat
13013,1,29,11097.43,Repeat
13014,11,11,5381.080000000003,Repeat
13015,53,11,6579.779999999998,Repeat
13016,73,3,789.8899999999996,Repeat
13017,7,1,204.0,One-time
13018,16,35,9763.159999999994,Repeat
13019,379,6,1229.9500000000003,Repeat
13020,563,2,618.9600000000002,Repeat
13021,4,17,4887.239999999998,Repeat
13022,430,1,65.3,One-time
13023,64,3,1449.0300000000002,Repeat
13024,471,2,555.8699999999999,Repeat
13025,732,1,323.39,One-time
13026,1,9,1733.08,Repeat
13027,114,19,17239.199999999997,Repeat
13028,23,2,661.32,Repeat
13029,31,5,1927.2999999999997,Repeat
13030,11,2,752.4399999999999,Repeat
13031,407,5,3292.839999999998,Repeat
13032,52,9,2815.960000000002,Repeat
13033,357,2,220.54999999999998,Repeat
13034,55,3,756.8199999999998,Repeat
13035,74,3,1364.2,Repeat
13036,685,1,307.1,One-time
13037,138,12,3914.95,Repeat
13038,80,3,908.46,Repeat
13039,584,4,1010.7299999999999,Repeat
13040,9,2,676.9900000000001,Repeat
13041,451,4,799.13,Repeat
13042,598,3,1488.5900000000004,Repeat
13043,273,1,516.4200000000001,One-time
13044,291,11,4848.050000000006,Repeat
13045,99,3,808.9200000000001,Repeat
13046,31,3,949.2500000000001,Repeat
13047,32,24,8428.530000000004,Repeat
13048,14,9,4049.1299999999997,Repeat
13049,64,4,1408.2400000000005,Repeat
13050,15,35,11986.519999999984,Repeat
13051,579,2,155.8,Repeat
13052,212,7,3119.3300000000013,Repeat
13053,622,1,127.65,One-time
13055,78,4,2321.11,Repeat
13056,551,1,209.48000000000002,One-time
13057,530,3,709.59,Repeat
13058,25,3,271.4,Repeat
13059,250,10,2291.7700000000004,Repeat
13060,254,1,307.53000000000003,One-time
13061,72,1,248.61,One-time
13062,191,1,346.98,One-time
13063,481,1,188.39999999999998,One-time
13064,13,6,1666.8400000000008,Repeat
13065,373,5,1055.0500000000006,Repeat
13066,24,2,470.80000000000007,Repeat
13067,82,3,508.50999999999993,Repeat
13068,10,2,344.0,Repeat
13069,1,38,9284.44999999999,Repeat
13070,192,4,751.6999999999997,Repeat
13071,612,1,129.22,One-time
13072,267,1,177.14999999999998,One-time
13073,411,2,418.08,Repeat
13074,511,4,1378.74,Repeat
13075,130,1,919.61,One-time
13076,458,1,135.4,One-time
13077,1,11,2740.6499999999974,Repeat
13078,3,57,29018.060000000012,Repeat
13079,4,6,419.17999999999995,Repeat
13080,179,4,280.73,Repeat
13081,12,28,56838.37000000006,Repeat
13082,126,21,7335.749999999998,Repeat
13083,4,3,395.43,Repeat
13084,492,1,122.39999999999999,One-time
13085,158,8,2433.2800000000007,Repeat
13086,383,1,439.32999999999987,One-time
13087,726,1,313.64,One-time
13088,417,1,236.11000000000004,One-time
13089,3,203,113416.90999999936,Repeat
13090,9,24,13091.739999999998,Repeat
13091,28,3,2321.820000000001,Repeat
13092,71,12,2140.28,Repeat
13093,276,55,54144.25000000008,Repeat
13094,21,13,2209.44,Repeat
13095,71,1,74.4,One-time
