customer_id,Recency,Frequency,Monetary,RecencyBucket,FrequencyBucket
12548.0,166,1,95.19999999999999,91-180,1
12549.0,576,6,1575.68,180+,6+
12550.0,79,1,964.8299999999994,61-90,1
12551.0,358,1,168.0,180+,1
12552.0,39,2,437.81999999999994,31-60,2-3
12553.0,8,12,4608.750000000004,0-30,6+
12554.0,449,1,468.49999999999994,180+,1
12555.0,682,1,129.23,180+,1
12556.0,50,2,599.5599999999997,31-60,2-3
12557.0,16,8,18096.14,0-30,6+
12558.0,8,1,269.96000000000004,0-30,1
12559.0,311,2,561.71,180+,2-3
12560.0,5,3,2134.01,0-30,2-3
12561.0,303,1,238.85000000000002,180+,1
12562.0,8,9,4966.920000000003,0-30,6+
12563.0,409,1,249.24000000000004,180+,1
12564.0,261,1,456.9000000000001,180+,1
12565.0,289,1,145.92000000000002,180+,1
12566.0,86,1,351.65000000000003,61-90,1
12567.0,23,15,11767.48,0-30,6+
12568.0,645,1,70.0,180+,1
12569.0,2,32,4124.689999999999,0-30,6+
12570.0,682,1,77.52,180+,1
12571.0,40,2,519.6099999999999,31-60,2-3
12572.0,9,2,1020.4200000000003,0-30,2-3
12573.0,227,5,717.4100000000001,180+,4-5
12574.0,316,1,218.45000000000002,180+,1
12575.0,457,2,622.8199999999999,180+,2-3
12576.0,36,8,2142.7200000000003,31-60,6+
12577.0,35,8,1617.1000000000008,31-60,6+
12578.0,21,4,4642.45,0-30,4-5
12579.0,78,1,440.41999999999996,61-90,1
12580.0,247,2,1052.9,180+,2-3
12581.0,40,1,197.70999999999998,31-60,1
12582.0,239,4,1980.4,180+,4-5
12583.0,3,28,13591.580000000007,0-30,6+
12584.0,4,9,2338.1499999999996,0-30,6+
12585.0,234,2,2040.099999999999,180+,2-3
12586.0,17,4,2062.670000000001,0-30,4-5
12587.0,8,1,144.0,0-30,1
12588.0,39,4,958.78,31-60,4-5
12589.0,29,8,4695.66,0-30,6+
12590.0,211,2,9864.260000000004,180+,2-3
12591.0,317,3,1338.9500000000005,180+,2-3
12592.0,92,5,2582.6600000000003,91-180,4-5
12593.0,109,3,418.1,91-180,2-3
12594.0,38,15,5090.110000000005,31-60,6+
12595.0,505,1,299.02000000000004,180+,1
12596.0,51,2,618.27,31-60,2-3
12597.0,19,4,3811.2200000000016,0-30,4-5
12598.0,10,11,4534.089999999998,0-30,6+
12599.0,29,13,2296.7199999999993,0-30,6+
12600.0,29,21,4967.420000000003,0-30,6+
12601.0,190,6,681.2600000000001,180+,6+
12602.0,59,1,153.12000000000003,31-60,1
12603.0,22,1,739.1999999999998,0-30,1
12604.0,79,2,254.17999999999995,61-90,2-3
12605.0,376,4,1232.9499999999996,180+,4-5
12606.0,682,1,21.0,180+,1
12607.0,60,1,1579.51,31-60,1
12608.0,405,1,415.78999999999996,180+,1
12609.0,78,9,3435.859999999999,61-90,6+
12610.0,23,5,2099.540000000001,0-30,4-5
12611.0,52,1,1193.32,31-60,1
12612.0,74,1,704.04,61-90,1
12613.0,57,10,6817.370000000007,31-60,6+
12614.0,278,1,315.59999999999997,180+,1
12615.0,2,8,5740.9800000000005,0-30,6+
12616.0,95,3,1131.1,91-180,2-3
12617.0,29,1,352.9800000000002,0-30,1
12618.0,22,1,177.31,0-30,1
12619.0,16,10,3781.3800000000006,0-30,6+
12620.0,15,3,1339.4099999999999,0-30,2-3
12621.0,2,35,24311.200000000008,0-30,6+
12622.0,232,1,180.10000000000002,180+,1
12623.0,276,7,3747.84,180+,6+
12624.0,106,2,641.1300000000001,91-180,2-3
12625.0,212,4,5164.879999999999,180+,4-5
12626.0,23,9,6620.479999999998,0-30,6+
12627.0,11,7,4478.53,0-30,6+
12628.0,4,3,786.4599999999998,0-30,2-3
12629.0,386,2,1558.2199999999998,180+,2-3
12630.0,10,2,1270.8799999999999,0-30,2-3
12631.0,57,6,3481.5699999999997,31-60,6+
12632.0,521,2,804.8799999999999,180+,2-3
12633.0,59,7,5678.160000000003,31-60,6+
12634.0,536,2,490.0,180+,2-3
12635.0,90,4,2930.4100000000017,61-90,4-5
12636.0,739,1,141.0,180+,1
12637.0,67,12,8283.810000000007,61-90,6+
12638.0,33,2,921.4900000000001,31-60,2-3
12639.0,239,3,1312.3700000000001,180+,2-3
12640.0,24,3,1174.58,0-30,2-3
12641.0,115,1,185.9,91-180,1
12642.0,25,3,1013.26,0-30,2-3
12643.0,128,12,8304.819999999998,91-180,6+
12644.0,130,4,1918.490000000001,91-180,4-5
12645.0,34,8,3539.300000000002,31-60,6+
12646.0,5,2,1346.9700000000003,0-30,2-3
12647.0,22,36,16955.549999999996,0-30,6+
12648.0,155,4,1112.0,91-180,4-5
12649.0,107,8,2294.65,91-180,6+
12650.0,3,1,314.43999999999994,0-30,1
12651.0,335,4,377.75000000000006,180+,4-5
12652.0,331,2,1017.03,180+,2-3
12653.0,149,3,4160.83,91-180,2-3
12654.0,11,5,601.98,0-30,4-5
12655.0,424,1,261.35,180+,1
12656.0,17,8,6407.830000000003,0-30,6+
12657.0,11,4,1643.1800000000003,0-30,4-5
12658.0,19,1,686.0500000000001,0-30,1
12659.0,30,1,91.67999999999999,0-30,1
12660.0,11,1,245.10000000000005,0-30,1
12661.0,436,1,162.00000000000003,180+,1
12662.0,1,20,6726.540000000008,0-30,6+
12663.0,625,2,239.4,180+,2-3
12664.0,8,11,6070.039999999999,0-30,6+
12665.0,325,3,313.6,180+,2-3
12666.0,394,1,1248.4199999999998,180+,1
12667.0,58,1,620.13,31-60,1
12668.0,12,10,11383.02999999999,0-30,6+
12669.0,151,3,2744.0300000000007,91-180,2-3
12670.0,10,7,3760.29,0-30,6+
12671.0,606,1,2622.481000000001,180+,1
12672.0,330,2,437.05,180+,2-3
12673.0,5,3,1230.0200000000002,0-30,2-3
12674.0,39,4,1970.6000000000004,31-60,4-5
12675.0,554,2,957.2500000000002,180+,2-3
12676.0,25,11,2843.09,0-30,6+
12677.0,555,2,395.1,180+,2-3
12678.0,42,21,34281.179999999986,31-60,6+
12679.0,59,4,1113.0200000000002,31-60,4-5
12680.0,1,4,880.81,0-30,4-5
12681.0,15,45,29834.760000000002,0-30,6+
12682.0,4,52,22950.219999999972,0-30,6+
12683.0,4,21,11633.699999999993,0-30,6+
12684.0,8,7,2283.6299999999997,0-30,6+
12685.0,28,6,2863.0800000000004,0-30,6+
12686.0,372,1,89.14,180+,1
12687.0,481,2,2138.9100000000003,180+,2-3
12688.0,114,1,4873.810000000005,91-180,1
12689.0,26,2,1247.61,0-30,2-3
12690.0,206,1,389.01,180+,1
12691.0,28,7,1170.3999999999999,0-30,6+
12692.0,637,1,110.95,180+,1
12693.0,127,7,1703.02,91-180,6+
12694.0,70,3,1843.3500000000013,61-90,2-3
12695.0,7,7,1407.12,0-30,6+
12696.0,435,2,851.9100000000001,180+,2-3
12697.0,29,3,957.5899999999999,0-30,2-3
12698.0,590,1,339.75000000000006,180+,1
12699.0,418,1,638.1100000000002,180+,1
12700.0,8,4,4939.990000000006,0-30,4-5
12701.0,80,6,2446.4100000000003,61-90,6+
12702.0,20,1,219.00000000000003,0-30,1
12703.0,71,4,1006.53,61-90,4-5
12704.0,7,8,2340.84,0-30,6+
12705.0,15,14,11762.099999999982,0-30,6+
12707.0,292,1,603.42,180+,1
12708.0,30,18,5117.66,0-30,6+
12709.0,15,34,30291.76000000004,0-30,6+
12710.0,97,3,1149.0200000000007,91-180,2-3
12711.0,612,2,1339.0499999999993,180+,2-3
12712.0,29,21,6723.029999999998,0-30,6+
12713.0,1,1,848.5499999999998,0-30,1
12714.0,9,12,14093.710000000014,0-30,6+
12715.0,106,1,343.36,91-180,1
12716.0,4,2,1053.4899999999996,0-30,2-3
12717.0,151,3,1308.9100000000003,91-180,2-3
12718.0,71,1,238.25000000000006,61-90,1
12719.0,5,2,644.95,0-30,2-3
12720.0,3,30,7787.279999999994,0-30,6+
12721.0,32,8,4013.08,31-60,6+
12722.0,85,4,997.6299999999999,61-90,4-5
12723.0,4,5,725.0699999999998,0-30,4-5
12724.0,5,7,2317.5200000000004,0-30,6+
12725.0,371,4,2266.7600000000007,180+,4-5
12726.0,28,11,4014.5999999999985,0-30,6+
12727.0,11,10,5679.53,0-30,6+
12728.0,71,5,1070.1699999999998,61-90,4-5
12729.0,114,1,453.0100000000001,91-180,1
12730.0,522,1,829.2500000000001,180+,1
12731.0,24,17,25775.71000000004,0-30,6+
12732.0,180,1,236.2600000000001,91-180,1
12733.0,234,4,2424.87,180+,4-5
12734.0,353,3,639.6499999999999,180+,2-3
12735.0,315,2,779.5699999999998,180+,2-3
12736.0,333,1,234.00000000000003,180+,1
12737.0,499,2,3710.5,180+,2-3
12738.0,372,1,155.35,180+,1
12739.0,78,4,2726.7300000000005,61-90,4-5
12740.0,64,1,427.59999999999997,61-90,1
12741.0,529,2,406.07000000000005,180+,2-3
12742.0,626,1,1201.52,180+,1
12743.0,134,2,540.1299999999998,91-180,2-3
12744.0,52,11,25317.059999999976,31-60,6+
12745.0,487,3,925.4100000000002,180+,2-3
12746.0,541,1,254.55,180+,1
12747.0,2,26,8898.480000000001,0-30,6+
12748.0,1,336,53539.63999999978,0-30,6+
12749.0,4,9,6897.3600000000015,0-30,6+
12750.0,129,1,275.88,91-180,1
12751.0,445,1,268.27,180+,1
12752.0,81,1,4366.779999999999,61-90,1
12753.0,23,6,21429.39,0-30,6+
12754.0,236,3,3010.7400000000007,180+,2-3
12755.0,281,11,5236.26,180+,6+
12756.0,87,1,112.08000000000001,61-90,1
12757.0,16,13,7834.65,0-30,6+
12758.0,117,7,9903.239999999998,91-180,6+
12759.0,52,8,5020.739999999994,31-60,6+
12760.0,456,1,347.79999999999995,180+,1
12761.0,458,2,782.95,180+,2-3
12762.0,8,2,1898.5200000000004,0-30,2-3
12763.0,138,2,494.08,91-180,2-3
12764.0,317,1,1693.8800000000006,180+,1
12765.0,472,6,1404.58,180+,6+
12766.0,4,9,8918.989999999998,0-30,6+
12767.0,376,1,949.82,180+,1
12768.0,451,1,168.69000000000003,180+,1
12769.0,239,1,1143.6000000000001,180+,1
12770.0,211,2,3246.45,180+,2-3
12771.0,486,1,282.3,180+,1
12772.0,60,1,892.4700000000004,31-60,1
12773.0,564,1,124.25,180+,1
12774.0,536,1,98.7,180+,1
12775.0,17,7,1686.1200000000006,0-30,6+
12776.0,668,1,55.5,180+,1
12777.0,458,1,519.4499999999999,180+,1
12778.0,20,9,1775.6800000000012,0-30,6+
12779.0,38,14,6474.109999999998,31-60,6+
12780.0,599,1,337.39999999999986,180+,1
12781.0,64,2,826.7400000000001,61-90,2-3
12782.0,5,11,4618.239999999998,0-30,6+
12783.0,2,6,2225.91,0-30,6+
12784.0,9,3,1763.150000000001,0-30,2-3
12785.0,364,3,1100.3999999999999,180+,2-3
12786.0,610,1,728.5000000000002,180+,1
12787.0,10,4,862.1800000000001,0-30,4-5
12788.0,463,4,444.9000000000001,180+,4-5
12789.0,65,3,273.34999999999997,61-90,2-3
12790.0,192,2,591.85,180+,2-3
12791.0,374,6,863.51,180+,6+
12792.0,257,2,827.0099999999999,180+,2-3
12793.0,335,3,885.53,180+,2-3
12794.0,53,2,860.4099999999999,31-60,2-3
12795.0,19,1,430.4800000000001,0-30,1
12796.0,628,1,381.0,180+,1
12797.0,366,2,552.08,180+,2-3
12798.0,10,4,8510.93,0-30,4-5
12799.0,529,1,219.35000000000002,180+,1
12800.0,470,3,584.2499999999999,180+,2-3
12801.0,501,1,1071.82,180+,1
12802.0,187,7,2416.4200000000005,180+,6+
12803.0,393,1,1092.81,180+,1
12804.0,466,2,325.36999999999995,180+,2-3
12805.0,382,4,1434.9500000000005,180+,4-5
12806.0,435,4,2878.959999999999,180+,4-5
12807.0,383,1,330.34999999999997,180+,1
12808.0,37,5,776.6999999999998,31-60,4-5
12809.0,178,3,1755.9400000000003,91-180,2-3
12810.0,535,2,534.99,180+,2-3
12811.0,261,5,1033.9000000000003,180+,4-5
12812.0,45,1,229.64,31-60,1
12813.0,502,3,1687.8000000000009,180+,2-3
12814.0,102,1,125.92,91-180,1
12815.0,148,2,1063.46,91-180,2-3
12816.0,96,2,572.2,91-180,2-3
12817.0,281,3,690.98,180+,2-3
12818.0,262,1,1542.0800000000002,180+,1
12819.0,458,1,540.5200000000001,180+,1
12820.0,3,11,2689.520000000002,0-30,6+
12821.0,214,2,220.79999999999998,180+,2-3
12822.0,71,2,948.8799999999999,61-90,2-3
12823.0,75,18,6501.5,61-90,6+
12824.0,60,1,397.11999999999995,31-60,1
12825.0,521,2,518.63,180+,2-3
12826.0,3,12,2800.750000000004,0-30,6+
12827.0,6,3,430.15,0-30,2-3
12828.0,3,6,1018.7100000000003,0-30,6+
12829.0,337,3,385.30000000000007,180+,2-3
12830.0,38,6,6814.640000000001,31-60,6+
12831.0,262,3,451.11000000000007,180+,2-3
12832.0,32,2,383.03000000000003,31-60,2-3
12833.0,145,1,417.37999999999994,91-180,1
12834.0,283,1,312.38000000000005,180+,1
12835.0,428,41,5996.829999999983,180+,6+
12836.0,59,15,6559.729999999992,31-60,6+
12837.0,173,2,662.6600000000001,91-180,2-3
12838.0,34,10,2975.91,31-60,6+
12839.0,3,26,9669.119999999992,0-30,6+
12840.0,144,7,4041.9700000000007,91-180,6+
12841.0,5,40,6958.199999999988,0-30,6+
12842.0,70,4,1917.9900000000002,61-90,4-5
12843.0,66,30,6583.359999999996,61-90,6+
12844.0,29,4,648.6000000000001,0-30,4-5
12845.0,267,4,354.09000000000003,180+,4-5
12846.0,682,1,15.58,180+,1
12847.0,22,2,1609.0,0-30,2-3
12848.0,676,1,208.00000000000003,180+,1
12849.0,31,6,3042.4700000000007,31-60,6+
12850.0,446,1,330.0,180+,1
12851.0,97,2,280.76000000000005,91-180,2-3
12852.0,295,1,311.55,180+,1
12853.0,135,11,3907.5000000000014,91-180,6+
12854.0,79,7,2970.969999999999,61-90,6+
12855.0,373,4,612.8400000000004,180+,4-5
12856.0,8,6,2170.780000000001,0-30,6+
12857.0,211,6,3687.999999999999,180+,6+
12858.0,383,1,147.26999999999998,180+,1
12859.0,459,1,575.0999999999999,180+,1
12860.0,693,1,54.22,180+,1
12861.0,620,1,68.25,180+,1
12862.0,426,2,984.6200000000003,180+,2-3
12863.0,52,6,2792.55,31-60,6+
12864.0,138,2,299.57,91-180,2-3
12865.0,26,4,3323.470000000002,0-30,4-5
12866.0,283,3,1227.35,180+,2-3
12867.0,26,13,7829.259999999988,0-30,6+
12868.0,186,8,2043.760000000001,180+,6+
12869.0,682,1,337.66999999999996,180+,1
12870.0,375,3,1676.9500000000007,180+,2-3
12871.0,84,3,744.0199999999998,61-90,2-3
12872.0,327,12,3283.9599999999964,180+,6+
12873.0,282,3,2027.3,180+,2-3
12874.0,385,2,948.42,180+,2-3
12875.0,143,5,1356.9900000000002,91-180,4-5
12876.0,58,4,4081.7900000000004,31-60,4-5
12877.0,4,20,2942.139999999998,0-30,6+
12878.0,236,2,854.9899999999999,180+,2-3
12879.0,45,3,573.22,31-60,2-3
12880.0,382,2,640.1299999999998,180+,2-3
12881.0,276,1,298.0,180+,1
12882.0,9,2,1463.0399999999997,0-30,2-3
12883.0,25,4,703.4700000000001,0-30,4-5
12884.0,88,1,309.05000000000007,61-90,1
12885.0,63,3,1175.2199999999998,61-90,2-3
12886.0,68,2,1378.4,61-90,2-3
12887.0,384,1,222.40000000000003,180+,1
12888.0,214,2,354.12,180+,2-3
12889.0,381,4,385.46000000000015,180+,4-5
12890.0,24,2,706.0199999999999,0-30,2-3
12891.0,186,11,840.5,180+,6+
12892.0,397,1,263.38000000000005,180+,1
12893.0,31,1,176.55,31-60,1
12894.0,575,1,157.35,180+,1
12895.0,42,2,372.79999999999995,31-60,2-3
12897.0,205,4,514.25,180+,4-5
12898.0,464,2,296.21000000000004,180+,2-3
12899.0,414,1,366.4,180+,1
12900.0,422,1,340.3300000000001,180+,1
12901.0,9,28,17654.539999999997,0-30,6+
12902.0,265,1,138.68,180+,1
12903.0,429,1,833.5300000000002,180+,1
12904.0,18,2,496.0599999999998,0-30,2-3
12905.0,577,2,1018.4200000000003,180+,2-3
12906.0,12,5,2919.809999999999,0-30,4-5
12907.0,396,2,508.90999999999997,180+,2-3
12908.0,176,5,1776.0,91-180,4-5
12909.0,40,8,3103.1900000000005,31-60,6+
12910.0,23,13,5796.519999999999,0-30,6+
12911.0,552,1,1651.7199999999998,180+,1
12912.0,3,5,1662.3,0-30,4-5
12913.0,5,13,6283.240000000001,0-30,6+
12914.0,401,1,223.98,180+,1
12915.0,149,4,975.1000000000003,91-180,4-5
12916.0,139,7,4479.729999999999,91-180,6+
12917.0,128,6,4359.200000000001,91-180,6+
12918.0,626,1,10953.5,180+,1
12919.0,8,6,1335.1899999999998,0-30,6+
12920.0,17,4,486.64000000000004,0-30,4-5
12921.0,9,74,35233.24000000005,0-30,6+
12922.0,161,1,405.38,91-180,1
12923.0,64,3,770.4199999999998,61-90,2-3
12924.0,88,12,2469.3999999999996,61-90,6+
12925.0,5,3,729.3299999999997,0-30,2-3
12926.0,411,4,1523.9700000000007,180+,4-5
12927.0,395,1,197.31000000000006,180+,1
12928.0,35,12,4304.890000000002,31-60,6+
12929.0,312,1,117.85000000000001,180+,1
12930.0,78,2,415.80000000000007,61-90,2-3
12931.0,22,57,92347.34000000004,0-30,6+
12932.0,539,8,1698.5600000000004,180+,6+
12933.0,24,8,1636.6300000000015,0-30,6+
12934.0,737,1,181.65,180+,1
12935.0,2,15,4243.860000000001,0-30,6+
12936.0,17,4,1063.9000000000005,0-30,4-5
12937.0,15,9,3097.6099999999997,0-30,6+
12938.0,26,1,114.13999999999999,0-30,1
12939.0,64,20,25264.800000000007,61-90,6+
12940.0,55,2,899.69,31-60,2-3
12941.0,724,1,377.4900000000002,180+,1
12942.0,131,3,675.6,91-180,2-3
12943.0,558,2,496.4999999999999,180+,2-3
12944.0,36,2,604.51,31-60,2-3
12945.0,288,2,900.11,180+,2-3
12946.0,437,1,324.45,180+,1
12947.0,144,6,1603.9900000000002,91-180,6+
12948.0,16,9,2317.43,0-30,6+
12949.0,31,22,15526.700000000017,31-60,6+
12950.0,2,3,1843.0,0-30,2-3
12951.0,9,15,3213.7200000000003,0-30,6+
12952.0,6,4,1387.7900000000004,0-30,4-5
12953.0,10,2,828.8099999999998,0-30,2-3
12954.0,639,1,162.45000000000002,180+,1
12955.0,1,11,4757.159999999999,0-30,6+
12956.0,306,4,521.8899999999999,180+,4-5
12957.0,10,13,8706.970000000003,0-30,6+
